experiment,fit_mean,fit_max
1,0.9130189853686334,1.4485850324593796
2,1.144198692297092,2.944497029596297
3,0.9452891220732624,1.760636238408097
4,0.9925448024989624,1.7518245653576288
5,0.8845479805690968,3.0626959539501186
6,1.0508009917219456,1.7324742384475476
7,0.9189622069753547,1.6577752504675392
8,0.9133326406176943,1.6600420717031767
9,1.073533844286929,1.5345460180842079
10,0.9898191295084869,1.5179147223058607
